   2.0298000000000002e+01  -1.9058995431778080e-03  -1.9896753472735357e-03  -3.7602120910103349e-03   4.4143415224699115e-03   2.2109646027350102e-02  -2.8969629384055756e-02
   2.0323499999999999e+01  -1.9058995431778080e-03  -2.0106192982974678e-03  -1.9087631059554683e-03  -3.0926563225126358e-04   2.6105727979268391e-02  -3.2464314530453967e-02
   2.0349000000000000e+01  -1.9058995431778080e-03  -2.0106192982974678e-03  -3.5543736168994287e-04   9.7195010505710306e-04   3.1745766066024680e-02  -3.5138913165033106e-02
   2.0374500000000001e+01  -1.9058995431778080e-03  -2.1362830044410596e-03  -3.2162694148776556e-03   3.2559204305421820e-03   3.5066217083465342e-02  -3.2631194253698662e-02
   2.0400000000000002e+01  -1.9058995431778080e-03  -2.1362830044410596e-03  -5.4181387868259736e-03  -1.7633119036952298e-03   4.0063063799489866e-02  -3.2618340878528260e-02
   2.0425500000000000e+01  -1.9058995431778080e-03  -2.1362830044410596e-03  -1.8411603579496475e-03  -1.5462197006013657e-05   4.6220112637956390e-02  -3.3603986952574112e-02
   2.0451000000000001e+01  -2.3876104167282427e-03  -2.5342180738957662e-03  -4.8232196118511168e-03  -1.1176424971522728e-03   3.0943683742877950e-02  -1.8312343441642974e-02
   2.0476500000000001e+01  -2.3876104167282427e-03  -2.7017696820872219e-03  -2.3446349847176169e-03  -1.2171282612464720e-03   1.6466843847631359e-02  -1.2500106195316857e-03
   2.0501999999999999e+01  -2.3457225146803788e-03  -2.5761059759436306e-03  -2.1831583267072543e-03   7.2761451265732939e-03  -6.2688688858000413e-03   1.9880860192127758e-02
   2.0527500000000000e+01  -2.3457225146803788e-03  -1.9477874452256720e-03   1.6807384001008170e-03   5.1376215163365267e-03  -1.9718118439582204e-02   1.6252724896612523e-02
   2.0553000000000001e+01  -1.7174039839624202e-03  -1.3194689145077133e-03   4.8658217324118696e-05   5.2759803962374261e-03  -1.2141016812422006e-02   1.3038602336460452e-03
   2.0578500000000002e+01  -1.6964600329384884e-03  -1.3194689145077133e-03  -2.8373025201608778e-03   6.4493235098917459e-03  -4.5160906496555936e-03  -7.2942167346255176e-03
   2.0603999999999999e+01  -1.7174039839624202e-03  -1.3404128655316451e-03  -3.2596103696120185e-03   1.5234527639867695e-03   3.5245692714738980e-03  -1.9542177632521369e-02
   2.0629500000000000e+01  -1.7174039839624202e-03  -1.3613568165555770e-03  -1.6903557559616220e-03   1.4939402816747868e-03   1.2382791003255908e-02  -3.2374368960159806e-02
   2.0655000000000001e+01  -1.7383479349863523e-03  -1.8849555921538759e-03  -2.8881875096434528e-03  -7.7139431898413501e-04   9.6098455276772340e-03  -1.9909476139458926e-02
   2.0680500000000002e+01  -1.7383479349863523e-03  -1.9268434942017398e-03  -5.8426269382565055e-03   1.7307350976702577e-03   6.8210707592393999e-03  -1.8587005460908568e-02
   2.0706000000000000e+01  -1.7383479349863523e-03  -1.9058995431778080e-03  -2.9557881745483042e-03  -1.4411530980339921e-03   1.0478090586395234e-03  -1.0999227690826858e-02
   2.0731500000000000e+01  -1.7383479349863523e-03  -1.9058995431778080e-03  -2.8426596680080638e-03  -9.8870269908212264e-04  -4.9387830036646870e-03  -3.2747687107523679e-03
   2.0757000000000001e+01  -1.7383479349863523e-03  -1.9058995431778080e-03  -4.3302528041678501e-03   2.4973680682259213e-03  -1.4366731423032787e-02   7.5136256343567576e-03
   2.0782499999999999e+01  -1.6964600329384884e-03  -1.8011797880581480e-03  -6.6930564969470245e-03   1.7527863325805916e-03  -2.0722660862431467e-02   1.2441359047580225e-02
   2.0808000000000000e+01  -1.6964600329384884e-03  -1.5289084247470327e-03  -4.8248020574101040e-03   2.9194500886051159e-03  -2.8797300107029886e-02   1.4370185606443833e-02
